,title,author_name,title_link,date
233,"Tax Evasion, Information Systems and Blockchain","Alessio Faccia, Narcisa Roxana Mosteanu",https://pureportal.coventry.ac.uk/en/publications/tax-evasion-information-systems-and-blockchain,1 May 2019
234,The dark side of transparency: Does the Nigeria extractive industries transparency initiative help or hinder accountability and corruption control?,"Amanze Ejiogu, Chibuzo Ejiogu, Ambisisi Ambituuni",https://pureportal.coventry.ac.uk/en/publications/the-dark-side-of-transparency-does-the-nigeria-extractive-industr,Sep 2019
235,The Effects of Corporate Social Responsibility on Real and Accrual‐based Earnings Management: Evidence from China,"Sang Ho Kim, Prabhu Udawatte,  Juelin Yin",https://pureportal.coventry.ac.uk/en/publications/the-effects-of-corporate-social-responsibility-on-real-and-accrua,Sep 2019
236,The hegemony in transfer pricing practices: The case of a Chinese organisation,Junyuan Chen,https://pureportal.coventry.ac.uk/en/publications/the-hegemony-in-transfer-pricing-practices-the-case-of-a-chinese-,2019
237,The impact of foreign direct investment on productivity: New evidence for developing countries,"Chengchun Li, Sailesh Tanna",https://pureportal.coventry.ac.uk/en/publications/the-impact-of-foreign-direct-investment-on-productivity-new-evide,1 Aug 2019
238,"The Impact of Trade Intensity and Market Characteristics on Asymmetric Volatility, Spillovers and Asymmetric Spillovers: Evidence from the Response of International Stock Markets to US Shocks","Mohammad Khaleq Newaz, Jin Suk Park",https://pureportal.coventry.ac.uk/en/publications/the-impact-of-trade-intensity-and-market-characteristics-on-asymm,Feb 2019
239,The islamic perspective of CSR in the Financial institutions in Nigeria: The case of Jaiz bank,"Abdurafiu Noah, Alim Abubakre",https://pureportal.coventry.ac.uk/en/publications/the-islamic-perspective-of-csr-in-the-financial-institutions-in-n,31 Jan 2019
240,The newest intelligent financial decisions tool: fractals. A smart approach to assess the risk,"Alessio Faccia, Narcisa Roxana Mosteanu",https://pureportal.coventry.ac.uk/en/publications/the-newest-intelligent-financial-decisions-tool-fractals-a-smart-,1 May 2019
241,The Role of Openness in the Effect of ICT on Governance,"Simplice Asongu, Jacinta Nwachukwu",https://pureportal.coventry.ac.uk/en/publications/the-role-of-openness-in-the-effect-of-ict-on-governance,3 Jul 2019
242,To pay or not: game theoretic models of ransomware,"Edward Cartwright, Julio Hernandez-Castro, Anna Cartwright",https://pureportal.coventry.ac.uk/en/publications/to-pay-or-not-game-theoretic-models-of-ransomware,2019
243,Towards a Sustainable University Led Support System for MSMEs,"Tom Williamson, Joan Lockyer",https://pureportal.coventry.ac.uk/en/publications/towards-a-sustainable-university-led-support-system-for-msmes,14 Nov 2019
244,To what extent do public and private financing sources affect access and quality of health care? Experiences from Uganda’s healthcare system,"Judith Kabajulizi, Qiaoyuan Lin, Fred Matovu",https://pureportal.coventry.ac.uk/en/publications/to-what-extent-do-public-and-private-financing-sources-affect-acc,30 Dec 2019
245,Understanding Financial Reporting Fraud in Egypt: Evidence from the Audit Field,Rasha Kassem,https://pureportal.coventry.ac.uk/en/publications/understanding-financial-reporting-fraud-in-egypt-evidence-from-th,2 Nov 2019
246,Understanding the Nature of Accounts Using Comprehensive Tools to Understand Financial Statements,"Alessio Faccia, D. Mosco",https://pureportal.coventry.ac.uk/en/publications/understanding-the-nature-of-accounts-using-comprehensive-tools-to,4 Oct 2019
247,Understanding time-inconsistent heterogeneous preferences in economics and finance: A practice theory approach,"Panos Andrikopoulos, Nick Webber",https://pureportal.coventry.ac.uk/en/publications/understanding-time-inconsistent-heterogeneous-preferences-in-econ,Nov 2019
248,VAT – different approach in Europe and GCC – a comparative analysis,"Alessio Faccia, Narcisa Roxana Mosteanu",https://pureportal.coventry.ac.uk/en/publications/vat-different-approach-in-europe-and-gcc-a-comparative-analysis,1 Mar 2019
249,What Matters in the Assessment of Financial Reporting Fraud Risk?,Rasha Kassem,https://pureportal.coventry.ac.uk/en/publications/what-matters-in-the-assessment-of-financial-reporting-fraud-risk-2,5 Jun 2019
250,"Agency costs, Ownership Structure and Corporate Governance Mechanisms in Ghana","Andrews Owusu, Charlie Weir",https://pureportal.coventry.ac.uk/en/publications/agency-costs-ownership-structure-and-corporate-governance-mechani,2018
251,Are single stock futures used as an alternative during a short-selling ban?,"Bouchra Benzennou, Owain ap Gwilym, Gwion Williams",https://pureportal.coventry.ac.uk/en/publications/are-single-stock-futures-used-as-an-alternative-during-a-short-se,Jan 2018
252,Assessing Management Integrity: Insights from Big 4 Auditors in Egypt,Rasha Kassem,https://pureportal.coventry.ac.uk/en/publications/assessing-management-integrity-insights-from-big-4-auditors-in-eg,1 Jul 2018
253,"Bank Size, Information Sharing and Financial Access in Africa","Jacinta Nwachukwu, Simplice Asongu",https://pureportal.coventry.ac.uk/en/publications/bank-size-information-sharing-and-financial-access-in-africa,2018
254,Brexit – An Opportunity for Real Estate Firms in Germany and Ireland?,Rene Kumsta,https://pureportal.coventry.ac.uk/en/publications/brexit-an-opportunity-for-real-estate-firms-in-germany-and-irelan,2018
255,Cash Holdings and Corporate Investment Valuations: Evidence from The London Stock Exchange,"Edward Jones, Hao Li, Oluwagbenga Adamolekun",https://pureportal.coventry.ac.uk/en/publications/cash-holdings-and-corporate-investment-valuations-evidence-from-t-2,Jun 2018
256,Cash Holdings and Corporate Investment Valuations: Evidence from The London Stock Exchange,"Oluwagbenga Adamolekun, Edward Jones, Hao Li",https://pureportal.coventry.ac.uk/en/publications/cash-holdings-and-corporate-investment-valuations-evidence-from-t,1 Jan 2018
257,Cash Holdings and Corporate Investment Valuations: Evidence from UK Corporate Investment Announcement,Oluwagbenga Adamolekun,https://pureportal.coventry.ac.uk/en/publications/cash-holdings-and-corporate-investment-valuations-evidence-from-u,13 Aug 2018
258,Cash Holdings and Firm Competitiveness,"Oluwagbenga Adamolekun, Hao Li, Edward Jones",https://pureportal.coventry.ac.uk/en/publications/cash-holdings-and-firm-competitiveness,1 Jan 2018
259,Common Biases In Business Research,"Hiba Massoud, Sulaiman Mouselli",https://pureportal.coventry.ac.uk/en/publications/common-biases-in-business-research,2018
260,Comparative compliance status of AAOIFI and IFSB standards: An empirical evidence from Islami Bank Bangladesh Limited,"Hafij Ullah, Ruma Khanam, Tabassum Tasnim",https://pureportal.coventry.ac.uk/en/publications/comparative-compliance-status-of-aaoifi-and-ifsb-standards-an-emp,5 Jun 2018
261,Comparative Human Development Thresholds for Absolute and Relative Pro-poor Mobile Banking in Developing Countries,"Simplice Asongu, Jacinta Nwachukwu",https://pureportal.coventry.ac.uk/en/publications/comparative-human-development-thresholds-for-absolute-and-relativ,5 Feb 2018
262,Competing Institutional Logics in Islamic Financial Reporting Standardisation: A Comparative Study ,Ahmad Abras,https://pureportal.coventry.ac.uk/en/publications/competing-institutional-logics-in-islamic-financial-reporting-sta,2018
263,Corporate Governance and Audit Quality: Further Recommendations Beyond the Code,Salem Alhababsah,https://pureportal.coventry.ac.uk/en/publications/corporate-governance-and-audit-quality-further-recommendations-be,26 Jan 2018
264,Corporate Governance Practices in Jordan,Salem Alhababsah,https://pureportal.coventry.ac.uk/en/publications/corporate-governance-practices-in-jordan,2018
265,Determinants of Mobile Phone Penetration: Panel Threshold Evidence from Sub-Saharan Africa,"Simplice Asongu, Jacinta Nwachukwu, Aqsa Aziz",https://pureportal.coventry.ac.uk/en/publications/determinants-of-mobile-phone-penetration-panel-threshold-evidence,2018
266,Does Size Matter in Predicting SMEs Failure?,"Jayraj Gupta, Mariachiara Barzotto, Amir Khorasgani",https://pureportal.coventry.ac.uk/en/publications/does-size-matter-in-predicting-smes-failure,Oct 2018
267,Does the crowd mean business? An analysis of rewards-based crowdfunding as a source of finance for start-ups and small businesses,"Joe Cox, Thang Nguyen",https://pureportal.coventry.ac.uk/en/publications/does-the-crowd-mean-business-an-analysis-of-rewards-based-crowdfu,2018
268,Do terrorist attacks harm financial markets? A meta-analysis of event studies and the determinants of adverse impact,"Jin Suk Park, Mohammad Khaleq Newaz",https://pureportal.coventry.ac.uk/en/publications/do-terrorist-attacks-harm-financial-markets-a-meta-analysis-of-ev,Aug 2018
269,Effects of asymmetric information on market timing in the mutual fund industry,"Jacinta Nwachukwu, Vanessa S Tchamyou, Simplice Asongu",https://pureportal.coventry.ac.uk/en/publications/effects-of-asymmetric-information-on-market-timing-in-the-mutual-,8 Oct 2018
270,Enhancing nurse satisfaction: an exploration of specialty nurse shortage within the West Midlands region of NHS England Nursing Management,"Karl Shutes, Keith Gray, Rebecca Wilde",https://pureportal.coventry.ac.uk/en/publications/enhancing-nurse-satisfaction-an-exploration-of-specialty-nurse-sh,22 Mar 2018
271,Environmental Regulation And International Competitiveness: A Critical Review,Abay Mulatu,https://pureportal.coventry.ac.uk/en/publications/environmental-regulation-and-international-competitiveness-a-crit,2018
272,"Fatality Sensitivity: Factors shaping British, Polish and Australian public opinion on the Iraq war",Piotr Lis,https://pureportal.coventry.ac.uk/en/publications/fatality-sensitivity-factors-shaping-british-polish-and-australia,28 Mar 2018
273,FDI Spillover Effects in China’s Manufacturing Sector: New Evidence from Forward and Backward Linkages,"Chengchun Li, Sailesh Tanna",https://pureportal.coventry.ac.uk/en/publications/fdi-spillover-effects-in-chinas-manufacturing-sector-new-evidence,18 Apr 2018
274,Fighting Terrorism: Empirics on Policy Harmonisation,"Simplice Asongu, Jacinta Nwachukwu",https://pureportal.coventry.ac.uk/en/publications/fighting-terrorism-empirics-on-policy-harmonisation,Aug 2018
275,"Financialisation, Capital Accumulation and Economic Development in Nigeria: A critical perspective. ",Ejike Udeogu,https://pureportal.coventry.ac.uk/en/publications/financialisation-capital-accumulation-and-economic-development-in,4 Jul 2018
276,Fundamental Analysis According to the F-Score Method in the German Stock Market,Rene Kumsta,https://pureportal.coventry.ac.uk/en/publications/fundamental-analysis-according-to-the-f-score-method-in-the-germa,8 May 2018
277,Impact of Corporate Governance on Bank Financial Performance,"Isaiah Oino, Mohammed Itan",https://pureportal.coventry.ac.uk/en/publications/impact-of-corporate-governance-on-bank-financial-performance,Aug 2018
278,Impact Of Regulatory Capital On European Banks Financial Performance: A Review Of Post Global Financial Crisis,Isaiah Oino,https://pureportal.coventry.ac.uk/en/publications/impact-of-regulatory-capital-on-european-banks-financial-performa,Apr 2018
279,Increasing Foreign Aid for Inclusive Human Development in Africa,"Simplice Asongu, Jacinta Nwachukwu",https://pureportal.coventry.ac.uk/en/publications/increasing-foreign-aid-for-inclusive-human-development-in-africa,Jul 2018
280,Institutional change and corporate governance diversity in China’s SOEs,"Da Teng, Fuller Douglas, Chengchun Li",https://pureportal.coventry.ac.uk/en/publications/institutional-change-and-corporate-governance-diversity-in-chinas,2018
281,Is information diffusion a threat to market power for financial access? Insights from the African banking industry,"Simplice Asongu, Enowbi Batuo, Jacinta Nwachukwu, Vanessa Tchamyou",https://pureportal.coventry.ac.uk/en/publications/is-information-diffusion-a-threat-to-market-power-for-financial-a,Jun 2018
282,"Large Market Games, the Law of One Price, and Market Structure",Waseem Toraubally,https://pureportal.coventry.ac.uk/en/publications/large-market-games-the-law-of-one-price-and-market-structure,Oct 2018
283,Leadership Styles and Job Satisfaction,"Isaiah Oino, Saima Asghar",https://pureportal.coventry.ac.uk/en/publications/leadership-styles-and-job-satisfaction,23 Jul 2018
284,Learnings from Japan: An EEUK Mission,Tom Williamson,https://pureportal.coventry.ac.uk/en/publications/learnings-from-japan-an-eeuk-mission,5 Sep 2018
285,Lessons from a Survey of China’s  Economic Diplomacy,"Jacinta Nwachukwu, Simplice Asongu, Gilbert Aminkeng",https://pureportal.coventry.ac.uk/en/publications/lessons-from-a-survey-of-chinas-economic-diplomacy,Sep 2018
286,"Mobile phones, institutional quality and entrepreneurship in Sub-Saharan Africa","Simplice Asongu, Stella-Maris Orim, Jacinta Nwachukwu",https://pureportal.coventry.ac.uk/en/publications/mobile-phones-institutional-quality-and-entrepreneurship-in-sub-s,Jun 2018
287,"Openness, ICT and Entrepreneurship in Sub-Saharan Africa","Jacinta Nwachukwu, Simplice Asongu",https://pureportal.coventry.ac.uk/en/publications/openness-ict-and-entrepreneurship-in-sub-saharan-africa,2018
288,PhD by Publication as an Argument for Innovation and Technology Transfer: with Emphasis on Africa,"Jacinta Nwachukwu, Simplice Asongu",https://pureportal.coventry.ac.uk/en/publications/phd-by-publication-as-an-argument-for-innovation-and-technology-t,3 Jan 2018
289,Political Regimes and Stock Market Performance in Africa,"S. Asongu, Jacinta Nwachukwu",https://pureportal.coventry.ac.uk/en/publications/political-regimes-and-stock-market-performance-in-africa,Aug 2018
290,Predicting Unlisted SMEs' Default: Incorporating Market Information on Accounting-based Models for Improved Accuracy,"Panos Andrikopoulos, Amir Khorasgani",https://pureportal.coventry.ac.uk/en/publications/predicting-unlisted-smes-default-incorporating-market-information,Sep 2018
291,Pulling effect of Colonial Legacies on Africa’s Inward FDI,"Maktoba Omar, Collins Osei, Suliman Joosub",https://pureportal.coventry.ac.uk/en/publications/pulling-effect-of-colonial-legacies-on-africas-inward-fdi,5 Sep 2018
292,Revisiting the evidence of earnings management prior to merger announcements: an application of Benford’s law,"Thai Nguyen, Hanh Thi My Le (Editor), Nguyet Nguyen (Editor), Chau Duong (Editor)",https://pureportal.coventry.ac.uk/en/publications/revisiting-the-evidence-of-earnings-management-prior-to-merger-an,26 Dec 2018
293,Risks Associated with Payment Banks and Mobile-Based Money Platforms,"Hafiz Ubaid Ur Rahman Rahmani, Barjoyai Bardai, Abdoulrahman Aljounaidi Mhd Ramez",https://pureportal.coventry.ac.uk/en/publications/risks-associated-with-payment-banks-and-mobile-based-money-platfo,20 Nov 2018
294,Self-determination and service performance: the roles of service adaptiveness and openness to experience,"Weiyue Wang, Hongwei He, Sunil Sahadev, Wei Song",https://pureportal.coventry.ac.uk/en/publications/self-determination-and-service-performance-the-roles-of-service-a,14 Jun 2018
295,Socially Responsible Investment,"Audrey Paterson, Mohamed Elshinawy, Oluwagbenga Adamolekun,  Stephen Rae, Mohamed Sherif",https://pureportal.coventry.ac.uk/en/publications/socially-responsible-investment,Jan 2018
296,Sukuk as a Financial Asset: A Review,"Mohammed Hossain, Hamid Uddin, Sarkar Kabir",https://pureportal.coventry.ac.uk/en/publications/sukuk-as-a-financial-asset-a-review,2018
297,Sustainable management of affordable housing,"Simon Huston, Richard Baines",https://pureportal.coventry.ac.uk/en/publications/sustainable-management-of-affordable-housing,15 Nov 2018
298,"Temporal Stability of Groundwater Depth in the Contemporary Yellow River Delta, Eastern China","Ruiyan Wang, Simon Huston, Yuhuan Li, Huiping Ma, Yang Peng, Lihua Ding",https://pureportal.coventry.ac.uk/en/publications/temporal-stability-of-groundwater-depth-in-the-contemporary-yello,28 Jun 2018
299,"The Determinants Of Interest Rates In Microfinance: Age, Scale And Organisational Charter","Jacinta Nwachukwu, Aqsa Aziz, Uchenna Tony-Okeke, Simplice Asongu",https://pureportal.coventry.ac.uk/en/publications/the-determinants-of-interest-rates-in-micro-banks-age-and-scale,Aug 2018
300,The development of accounting practices and the adoption of IFRS in selected MENA countries,"Pran Boolaky, Kamil Omoteso, Masud Ibrahim, Ismail Adelopo",https://pureportal.coventry.ac.uk/en/publications/the-development-of-accounting-practices-and-the-adoption-of-ifrs-,2018
301,The Economic Effects of Supply Chain Management on the Automobile Industries in China,Hafiz Ubaid Ur Rahman Rahmani,https://pureportal.coventry.ac.uk/en/publications/the-economic-effects-of-supply-chain-management-on-the-automobile,25 Nov 2018
302,The Impact of Armed Conflict and Terrorism on Foreign Aid: a Sector-Level Analysis,Piotr Lis,https://pureportal.coventry.ac.uk/en/publications/the-impact-of-armed-conflict-and-terrorism-on-foreign-aid-a-secto,Oct 2018
303,The Impact of the 2007-09 and Euro-Zone Crises on Natural Resources Sector Beta in African Emerging Markets: The Impact of the 2007-09 and Euro-Zone Crises on Natural Resources Sector Beta in African Emerging Markets,"Uchenna Tony-Okeke, Jaliyyah Ahmadu-Bello, Jacek Niklewski, Timothy Rodgers",https://pureportal.coventry.ac.uk/en/publications/the-impact-of-the-2007-09-and-euro-zone-crises-on-natural-resourc,1 Oct 2018
304,The macroeconomic implications of public healthcare financing: a computable general equilibrium analysis of Uganda,"Judith Kabajulizi, Marcus Keogh-Brown, Richard Smith",https://pureportal.coventry.ac.uk/en/publications/the-macroeconomic-implications-of-public-healthcare-financing-a-c,15 Jun 2018
305,The relative importance of trade verses FDI-led economic growth in Thailand,"Sailesh Tanna, Kitja Topaiboul, Chengchun Li",https://pureportal.coventry.ac.uk/en/publications/the-relative-importance-of-trade-verses-fdi-led-economic-growth-i,1 Jan 2018
306,The role of external debt in the foreign direct investment-growth relationship,"Sailesh Tanna, Chengchun Li, Glauco De Vita",https://pureportal.coventry.ac.uk/en/publications/the-role-of-external-debt-in-the-foreign-direct-investment-growth,12 Oct 2018
307,The role of foreign direct investment in less developed countries,"Chengchun Li, Sailesh Tanna",https://pureportal.coventry.ac.uk/en/publications/the-role-of-foreign-direct-investment-in-less-developed-countries,1 Jan 2018
308,The role of seaports in regional employment: evidence from South Korea,"Jin Suk Park, Young-Joon Seo",https://pureportal.coventry.ac.uk/en/publications/the-role-of-seaports-in-regional-employment-evidence-from-south-k-2,2018
309,Time Preference for Investment in the Environment: The Impact of Intrinsic Motivation,"Lory Barile, John Cullis, Philip Jones",https://pureportal.coventry.ac.uk/en/publications/time-preference-for-investment-in-the-environment-the-impact-of-i,1 Sep 2018
310,Two centuries of farmland prices in England,"A. Jadevicius, S. Huston, A. Baum, A. Butler",https://pureportal.coventry.ac.uk/en/publications/two-centuries-of-farmland-prices-in-england,2018
311,Two-stage DEA-Truncated Regression: Application in Banking Efficiency and Financial Development,"Filipa Da Silva Fernandes, Charalampos Stasinakis, V. Bardarova",https://pureportal.coventry.ac.uk/en/publications/two-stage-dea-truncated-regression-application-in-banking-efficie,15 Apr 2018
312,UK Consumers’ Perceived Risk of Buying Products from Emerging Economies: A Moderated Mediation Model,"Weiyue Wang, Hongwei He, Sunil Sahadev, Wei Song",https://pureportal.coventry.ac.uk/en/publications/uk-consumers-perceived-risk-of-buying-products-from-emerging-econ-2,May 2018
313,Whether Shari’ah compliance efficiency is a matter for the financial performance: The case of Islami Bank Bangladesh Limited,"Hafij Ullah, Ruma Khanam",https://pureportal.coventry.ac.uk/en/publications/whether-shariah-compliance-efficiency-is-a-matter-for-the-financi,4 Mar 2018
314,‘Individual Failure’ and a Behavioural Public Sector Economics,"Lory Barile, John Cullis, Philip Jones",https://pureportal.coventry.ac.uk/en/publications/individual-failure-and-a-behavioural-public-sector-economics,Feb 2018
315,Accountability of Transnational Corporations in the Developing World: The Case for an Enforceable International Mechanism,"Kamil Omoteso, H.O. Yusuf",https://pureportal.coventry.ac.uk/en/publications/accountability-of-transnational-corporations-in-the-developing-wo-2,28 Feb 2017
316,Accounting analyses of momentum and contrarian strategies in emerging markets,"M. Nnadi, Sailesh Tanna",https://pureportal.coventry.ac.uk/en/publications/accounting-analyses-of-momentum-and-contrarian-strategies-in-emer-2,30 Jan 2017
317,Accounting for the Environment: Accountability in the Nigerian cement industry,Abdurafiu Noah,https://pureportal.coventry.ac.uk/en/publications/accounting-for-the-environment-accountability-in-the-nigerian-cem,27 Jan 2017
318,"Accounting Standards Complexity, Audit Fees and Financial Analyst Forecasts in Australia",Muhammad Shahin Miah,https://pureportal.coventry.ac.uk/en/publications/accounting-standards-complexity-audit-fees-and-financial-analyst-,24 Nov 2017
319,A distance learning university and its economic impact in a country’s peripheries: the case of Hellenic Open University,"G. Agiomirgianakis, Dimitrios Serenis, N. Tsounis",https://pureportal.coventry.ac.uk/en/publications/a-distance-learning-university-and-its-economic-impact-in-a-count-2,2017
320,Aggregate and Disaggregate Financial Repression and Financial Liberalization Index and Database in China,"Qiaoyuan Lin, Xin Wu, Ali Tasiran",https://pureportal.coventry.ac.uk/en/publications/aggregate-and-disaggregate-financial-repression-and-financial-lib,2017
321,A literature survey on proposed african monetary unions,"S. Asongu, Jacinta Nwachukwu, V. Tchamyou",https://pureportal.coventry.ac.uk/en/publications/a-literature-survey-on-proposed-african-monetary-unions-2,Jul 2017
322,An extra 7 years before I’m debt free: The effect of the poverty premium on debt advice service users,"Xia Lin, Hannah Bennett, Ursula Santos, Nikhil Sapre, Shane Randall, Chloe Brown",https://pureportal.coventry.ac.uk/en/publications/an-extra-7-years-before-im-debt-free-the-effect-of-the-poverty-pr,2017
323,Are serial acquirers good targets for acquisition? An accounting perspective,"Matthias Nnadi, Saliesh Tanna",https://pureportal.coventry.ac.uk/en/publications/are-serial-acquirers-good-targets-for-acquisition-an-accounting-p-2,4 Jan 2017
324,A Summary of a Survey on Proposed African Monetary Unions,"Simplice Asongu, Vanessa S Tchamyou, Jacinta Nwachukwu",https://pureportal.coventry.ac.uk/en/publications/a-summary-of-a-survey-on-proposed-african-monetary-unions,Jun 2017
325,At What Levels of Financial Development Does Information Sharing Matter?,"Simplice A. Asongu, Jacinta Nwachukwu",https://pureportal.coventry.ac.uk/en/publications/at-what-levels-of-financial-development-does-information-sharing-,2 Jun 2017
326,Audit firm tenure regulations and financial reporting quality: Evidence from the UK,Shahidul Islam,https://pureportal.coventry.ac.uk/en/publications/audit-firm-tenure-regulations-and-financial-reporting-quality-evi,2017
327,"Beliefs, Portfolio Constraints, Speculation and Asset Pricing",Nam Dau,https://pureportal.coventry.ac.uk/en/publications/beliefs-portfolio-constraints-speculation-and-asset-pricing,2017
328,BIM-based deconstruction tool: Towards essential functionalities,"O.O. Akinade, L.O. Oyedele, Kamil Omoteso, S.O. Ajayi, M. Bilal, H.A. Owolabi, H.A. Alaka, L. Ayris, J.H. Looney",https://pureportal.coventry.ac.uk/en/publications/bim-based-deconstruction-tool-towards-essential-functionalities-2,Jun 2017
329,Buying Friends? The Importance of Economic Flows in Assembling the Iraq War Coalition,"Robert Riegler, Piotr Lis, Mehtap Hisarciklilar",https://pureportal.coventry.ac.uk/en/publications/buying-friends-the-importance-of-economic-flows-in-assembling-the,20 Dec 2017
330,Can We Go beyond Agency Conceptions? Rethinking Agency Theory in Developing Countries,"Fatima Yusuf, Amna Yousaf",https://pureportal.coventry.ac.uk/en/publications/can-we-go-beyond-agency-conceptions-rethinking-agency-theory-in-d,9 May 2017
331,Central Bank Optimism as a Policy Tool: Evidence from the Bank of England,Tola Adesina,https://pureportal.coventry.ac.uk/en/publications/central-bank-optimism-as-a-policy-tool-evidence-from-the-bank-of-,Nov 2017
332,Comparative Evidence on the Value Relevance of IFRS-based Accounting Information in Germany and the UK,"A. E. Elbakry, Jacinta C. Nwachukwu, H. A. Abdou, T. Elshandidy",https://pureportal.coventry.ac.uk/en/publications/comparative-evidence-on-the-value-relevance-of-ifrs-based-account-2,2017
333,Conclusion,Simon Huston,https://pureportal.coventry.ac.uk/en/publications/conclusion-9,14 Sep 2017
334,Construction Firms’ Competitiveness,"Puying Li, Simon Huston, Ali Parsa",https://pureportal.coventry.ac.uk/en/publications/construction-firms-competitiveness,14 Sep 2017
335,Corporate governance and bidder returns: Evidence from China's domestic mergers and acquisitions,"Christopher Muganhu, Jia Liu",https://pureportal.coventry.ac.uk/en/publications/corporate-governance-and-bidder-returns-evidence-from-chinas-dome,2017
336,Culture clash – National vs international publishing,"Hiba Massoud, Rami Ayoubi",https://pureportal.coventry.ac.uk/en/publications/culture-clash-national-vs-international-publishing,25 Aug 2017
337,Differences of opinion in sovereign credit signals during the European crisis,"Rasha Alsakka, Owain ap Gwilym, Huong Vu",https://pureportal.coventry.ac.uk/en/publications/differences-of-opinion-in-sovereign-credit-signals-during-the-eur-2,2017
338,Discharging environmental accountability in emerging economies: the case of the Nigerian cement industry,"Abdurafiu Noah, Pik  Liew, Pawan Adhikari",https://pureportal.coventry.ac.uk/en/publications/discharging-environmental-accountability-in-emerging-economies-th,8 Sep 2017
339,Diversifying away the risk of war and cross-border political crisis,"Ayman M.A. Omar, Tomasz Piotr Wisniewski, Sandra Nolte",https://pureportal.coventry.ac.uk/en/publications/diversifying-away-the-risk-of-war-and-cross-border-political-cris-2,May 2017
340,Does CSR Improve Financial Transparency? Evidence from China,"Prabhu Udawatte, Sangho Kim, Lyn Juelin",https://pureportal.coventry.ac.uk/en/publications/does-csr-improve-financial-transparency-evidence-from-china,2017
341,Earnings management in UK's mergers and acquisition,"Prabhu Udawatte, Saeed Akbar, Sang Ho Kim, Thiyagaraj Rangasamy",https://pureportal.coventry.ac.uk/en/publications/earnings-management-in-uks-mergers-and-acquisition,2017
342,Economic Analysis of Ransomware,"Julio Hernandez-Castro, Edward Cartwright, Anna Stepanova",https://pureportal.coventry.ac.uk/en/publications/economic-analysis-of-ransomware,20 Mar 2017
343,Effective timing of tourism policy: The case of Singapore,"G. Agiomirgianakis, Dimitrios Serenis, N. Tsounis",https://pureportal.coventry.ac.uk/en/publications/effective-timing-of-tourism-policy-the-case-of-singapore-2,Jan 2017
344,Efficiency in a forced contribution threshold public good game,"E. Cartwright, A. Stepanova",https://pureportal.coventry.ac.uk/en/publications/efficiency-in-a-forced-contribution-threshold-public-good-game,Nov 2017
345,Essential Personal Finance: A Practical Guide for Students,"Lien Luu, Jonquil Lowe, Jason Butler, Tony Byrne",https://pureportal.coventry.ac.uk/en/publications/essential-personal-finance-a-practical-guide-for-students,10 Mar 2017
346,Estimating volatility persistence under a Brexit-vote structural break,Tola Adesina,https://pureportal.coventry.ac.uk/en/publications/estimating-volatility-persistence-under-a-brexit-vote-structural-,Nov 2017
347,Exploring External Auditors Perceptions of the Motivations behind Management Fraud in Egypt: A Mixed Research Methods Approach,Rasha Kassem,https://pureportal.coventry.ac.uk/en/publications/exploring-external-auditors-perceptions-of-the-motivations-behind,12 Dec 2017
348,Fighting Capital Flight in Africa: Evidence from Bundling and Unbundling Governance,"S. A. Asongu, Jacinta C. Nwachukwu",https://pureportal.coventry.ac.uk/en/publications/fighting-capital-flight-in-africa-evidence-from-bundling-and-unbu-2,Sep 2017
349,"Financial Innovation, Banking System and Housing Market.","Eliana Lauretta, Andrea Mazzocchetti, Marco Raberto, Silvano Cincotti",https://pureportal.coventry.ac.uk/en/publications/financial-innovation-banking-system-and-housing-market,2017
350,Financing HIV/AIDS responses in Africa: Impact evidence from Uganda,"Judith Kabajulizi, Mthuli Ncube",https://pureportal.coventry.ac.uk/en/publications/financing-hivaids-responses-in-africa-impact-evidence-from-uganda,4 Oct 2017
351,"Foreign Aid and Inclusive Development: Updated Evidence from Africa, 2005–2012","Simplice A. Asongu, Jacinta C. Nwachukwu",https://pureportal.coventry.ac.uk/en/publications/foreign-aid-and-inclusive-development-updated-evidence-from-afric-2,Mar 2017
352,"Fuel Exports, Aid and Terrorism","Simplice Asongu, Jacinta Nwachukwu",https://pureportal.coventry.ac.uk/en/publications/fuel-exports-aid-and-terrorism,2017
353,Global Diffusion of Anglo-American Governance: Evaluating Responses across Three Emerging Economies,"Fatima Yusuf, Geofry Areneke, Danson Kimani, Devendra Kodwani",https://pureportal.coventry.ac.uk/en/publications/global-diffusion-of-anglo-american-governance-evaluating-response,9 May 2017
354,Globalization and Inclusive Human Development in Africa,"Simplice Asongu, Jacinta Nwachukwu",https://pureportal.coventry.ac.uk/en/publications/globalization-and-inclusive-human-development-in-africa,27 Jun 2017
355,Hedging and speculative pressures and the transition of the spot-futures relationship in energy and metal markets,"Jin Suk Park, Y. Shi",https://pureportal.coventry.ac.uk/en/publications/hedging-and-speculative-pressures-and-the-transition-of-the-spot--4,1 Nov 2017
356,How long is UK property cycle?,"A. Jadevicius, S.H. Huston",https://pureportal.coventry.ac.uk/en/publications/how-long-is-uk-property-cycle,3 Jul 2017
357,Impact of non-audit services regulations on financial reporting quality: Latest evidence from the UK,Shahidul Islam,https://pureportal.coventry.ac.uk/en/publications/impact-of-non-audit-services-regulations-on-financial-reporting-q,2017
